ro,STATIONS_ID,MESS_DATUM_BEGINN,MESS_DATUM_ENDE,QN_4,MO_N,MO_TT,MO_TX,MO_TN,MO_FK,MX_TX,MX_FX,MX_TN,MO_SD_S,QN_6,MO_RR,MX_RS
10,       7395,20190401,20190430,    3,  4.89,  10.44,   17.58,    2.52,    2.43,  27.6,  15.2,  -0.9, 245.00,    3,    23.7,    9.5
11,       7395,20190501,20190531,    3,  6.14,  11.65,   16.63,    6.07,    2.35,  23.7,  19.6,  -0.9, 174.71,    3,    72.9,   34.2
12,       7395,20190601,20190630,    3,  -999,  20.61,   27.67,   12.33,-999,  35.6,  15.7,   8.3, 331.83,    3,    58.8,   35.0
13,       7395,20190701,20190731,    3,  5.07,  19.53,   26.26,   12.27,    2.03,  35.0,  17.7,   5.3, 265.98,    3,    62.0,   18.5
14,       7395,20190801,20190831,    3,  5.52,  19.25,   25.52,   13.04,    1.84,  32.3,  15.0,   7.0, 239.13,    3,    80.5,   20.6
15,       7395,20190901,20190930,    3,  5.21,  14.20,   20.20,    7.95,    2.10,  28.5,  21.7,  -0.4, 181.08,    3,    39.0,   12.6
16,       7395,20191001,20191031,    1,  6.29,  10.16,   15.25,    5.34,    1.97,  23.6,  16.0,  -1.5, 120.78,    1,    52.1,   12.3
17,       7395,20191101,20191130,    1,  7.02,   4.71,    8.07,    1.11,    2.03,  13.8,  15.1,  -2.2,  48.88,    1,    41.7,   16.3
18,       7395,20191201,20191231,    1,  6.28,   2.33,    5.95,   -1.35,    2.13,  13.9,  23.4,  -7.8,  73.54,    1,    36.4,    7.8
0,       2829,20180601,20180630,    3,  -999,  17.23,    -999,    -999,    2.13,  -999,  -999,-999,-999,-999,-999,-999
0,       1886,20180601,20180630,    3,  -999,  17.56,   23.45,   11.16,    1.77,  27.7,  13.5,   3.9,-999,    9,    49.2,   24.4
1,       1886,20180701,20180731,    3,  -999,  19.43,   26.60,   11.55,    1.84,  34.1,  13.7,   7.1,-999,    9,    28.6,   10.3
2,       1886,20180801,20180831,    3,  -999,  19.82,   27.38,   12.19,    1.87,  33.7,  16.5,   5.3,-999,    9,    29.5,   12.2
3,       1886,20180901,20180930,    3,  -999,  14.86,   22.31,    8.03,    1.67,  29.9,  21.7,  -0.8,-999,    9,    40.6,   10.4
4,       1886,20181001,20181031,    3,  -999,   9.39,   16.09,    3.46,    1.90,  24.7,  15.2,  -3.2,-999,    3,    47.4,   25.1
5,       1886,20181101,20181130,    3,  -999,   4.07,    7.32,    1.30,    2.03,  14.6,  13.5,  -4.2,-999,    3,    16.6,    9.7
6,       1886,20181201,20181231,    3,  -999,   3.06,    5.33,    0.59,    2.77,  13.0,  21.3,  -6.2,-999,    3,    55.7,   18.1
7,       1886,20190101,20190131,    3,  -999,  -0.42,    1.90,   -2.93,    2.71,   6.9,  17.1, -10.4,-999,    3,    54.3,   16.5
8,       1886,20190201,20190228,    3,  -999,   2.22,    8.81,   -3.39,    1.89,  18.0,  26.2,  -7.9,-999,    3,    16.0,    4.8
9,       1886,20190301,20190331,    3,  -999,   6.14,   11.72,    1.00,    2.97,  18.5,  23.5,  -5.0,-999,    3,    62.4,   26.0
10,       1886,20190401,20190430,    3,  -999,   9.37,   15.68,    2.90,    2.37,  24.9,  17.3,  -1.7,-999,    3,    23.1,    6.4
11,       1886,20190501,20190531,    3,  -999,  10.83,   16.28,    4.51,    2.13,  22.6,  16.3,  -1.8,-999,    3,    57.4,   22.5
12,       1886,20190601,20190630,    3,  -999,  18.97,   25.77,   10.94,    1.97,  34.5,  18.3,   6.1,-999,    3,    59.8,   17.0
13,       1886,20190701,20190731,    1,  -999,  19.04,   26.00,   11.66,    1.81,  35.3,  14.7,   3.2,-999,    3,    75.2,   19.2
14,       1886,20190801,20190831,    1,  -999,  18.22,   24.72,   11.94,    1.61,  31.4,  15.3,   6.4,-999,    3,    94.6,   18.3
15,       1886,20190901,20190930,    1,  -999,  13.51,   19.53,    6.95,    1.97,  26.8,  17.3,  -0.7,-999,    3,    33.1,   10.5
16,       1886,20191001,20191031,    1,  -999,  10.46,   15.51,    5.42,    2.13,  23.7,  15.0,   0.9,-999,    1,    50.7,    9.6
17,       1886,20191101,20191130,    1,  -999,   4.63,    7.69,    1.49,    2.07,  17.1,  14.9,  -3.4,-999,    1,    35.8,    9.1
18,       1886,20191201,20191231,    1,  -999,   1.74,    5.12,   -1.48,-999,  13.4,  20.3,  -7.8,-999,    1,    44.1,    8.4
0,       2023,20180601,20180630,    3,  5.28,  17.84,   23.21,   12.84,    2.17,  27.8,  17.1,   5.8, 248.00,    9,    57.6,   31.6
1,       2023,20180701,20180731,    3,  -999,  20.20,   26.00,   14.52,-999,  33.8,  14.4,  10.7, 303.00,    9,    92.5,   41.1
2,       2023,20180801,20180831,    3,  4.53,  20.45,   26.90,   14.86,    2.29,  33.6,  19.1,   7.1, 272.75,    9,    43.4,   20.7
3,       2023,20180901,20180930,    3,  4.99,  15.50,   21.54,   10.06,    2.13,  29.1,  25.0,   2.1, 238.31,    9,    59.9,   21.0
4,       2023,20181001,20181031,    3,  5.48,  10.82,   16.01,    6.00,    2.32,  23.5,  19.9,   0.1, 166.00,    3,    32.5,   21.7
5,       2023,20181101,20181130,    3,  -999,   4.24,    7.04,    1.85,    2.40,  15.1,  16.6,  -2.0,  58.10,    3,    16.5,    7.0
6,       2023,20181201,20181231,    3,  7.60,   2.43,    4.63,    0.30,    3.16,  12.4,  23.1,  -5.2,  13.42,    3,    97.1,   22.6
7,       2023,20190101,20190131,    3,  7.35,  -0.72,    1.43,   -2.70,    3.00,   6.8,  22.1,  -9.5,  39.30,    3,    54.6,   11.6
8,       2023,20190201,20190228,    3,  5.51,   2.97,    7.81,   -1.72,    2.50,  17.1,  23.2,  -7.5, 148.25,    3,    22.6,    7.3
9,       2023,20190301,20190331,    3,  5.59,   6.60,   11.38,    2.32,    3.19,  18.8,  28.3,  -1.9, 168.92,    3,    34.7,    7.5
10,       2023,20190401,20190430,    3,  5.41,   9.91,   15.67,    4.76,    2.87,  25.3,  23.5,  -1.7, 207.27,    3,    31.6,   17.9
11,       2023,20190501,20190531,    3,  6.00,  10.87,   15.89,    5.89,    2.58,  23.8,  17.4,  -0.3, 186.94,    3,    77.6,   39.5
12,       2023,20190601,20190630,    3,  4.13,  19.78,   25.91,   13.56,    2.30,  33.7,  22.8,   7.9, 322.70,    3,    77.6,   45.9
13,       2023,20190701,20190731,    3,  5.54,  19.81,   25.74,   14.08,    2.23,  35.7,  13.2,   7.4, 285.03,    3,    70.2,   30.6
14,       2023,20190801,20190831,    3,  4.85,  18.71,   24.25,   13.62,    2.03,  30.5,  19.2,   8.7, 246.78,    3,   144.8,   31.0
15,       2023,20190901,20190930,    3,  5.72,  14.14,   18.91,    9.45,    2.37,  25.8,  22.5,   4.3, 173.37,    3,    32.7,    9.6
16,       2023,20191001,20191031,    1,  6.21,  10.53,   14.77,    6.75,    2.48,  22.0,  15.4,   0.0, 125.50,    1,    50.0,   17.4
17,       2023,20191101,20191130,    1,  7.34,   4.75,    7.31,    2.33,    2.53,  17.0,  16.0,  -2.5,  42.47,    1,    29.9,   11.5
18,       2023,20191201,20191231,    1,  6.49,   2.29,    5.23,   -0.47,    2.68,  13.4,  19.3,  -5.4,  90.50,    1,    44.2,   13.2
0,       3875,20180601,20180630,    3,  -999,  17.48,   23.31,   12.23,-999,  28.5,  -999,   5.7, 226.04,    9,    64.3,   24.3
1,       3875,20180701,20180731,    3,  -999,  19.66,   26.55,   13.43,-999,  34.0,  -999,   7.9, 271.92,    9,    52.6,   13.6
2,       3875,20180801,20180831,    3,  -999,  20.09,   26.62,   14.29,-999,  33.9,  -999,   6.9, 245.71,    9,    86.1,   44.9
3,       3875,20180901,20180930,    3,  -999,  14.92,   20.79,    9.99,-999,  27.7,  -999,   1.1, 219.00,    9,    52.7,   15.9
4,       3875,20181001,20181031,    3,  -999,  10.33,   16.01,    5.97,-999,  23.6,  -999,   0.0, 181.50,    3,    39.2,   18.3
5,       3875,20181101,20181130,    3,  -999,   3.77,    6.48,    1.59,-999,  15.7,  -999,  -4.7,  52.07,    3,    24.4,   10.4
6,       3875,20181201,20181231,    3,  -999,   1.97,    4.24,   -0.04,-999,  10.4,  -999,  -6.6,  20.57,    3,   154.6,   43.8
7,       3875,20190101,20190131,    3,  -999,  -1.33,    0.69,   -3.52,-999,   5.7,  -999, -10.3,  42.48,    3,    91.1,   24.7
8,       3875,20190201,20190228,    3,  -999,   2.25,    7.04,   -1.92,-999,  16.6,  -999, -10.2, 137.73,    3,    27.7,   14.9
9,       3875,20190301,20190331,    3,  -999,   5.98,   10.44,    2.01,-999,  18.2,  -999,  -2.3, 132.87,    3,    64.4,   17.4
10,       3875,20190401,20190430,    3,  -999,   9.52,   15.87,    3.78,-999,  24.9,  -999,  -1.8, 236.73,    3,    20.0,    9.1
11,       3875,20190501,20190531,    3,  -999,  10.52,   15.58,    5.68,-999,  23.3,  -999,  -1.7, 158.40,    3,    59.3,   27.4
12,       3875,20190601,20190630,    3,  -999,  20.00,   26.80,   13.16,-999,  34.4,  -999,   7.8, 315.02,    3,    36.7,   12.7
13,       3875,20190701,20190731,    3,  -999,  19.37,   25.90,   13.60,-999,  35.3,  -999,   6.1, 253.92,    3,    63.5,   31.4
14,       3875,20190801,20190831,    3,  -999,  18.39,   24.12,   13.39,-999,  30.2,  -999,   8.8, 238.37,    3,   100.3,   31.4
15,       3875,20190901,20190930,    3,  -999,  13.62,   18.92,    8.80,-999,  26.6,  -999,   2.3, 180.38,    3,    37.3,   13.1
16,       3875,20191001,20191031,    1,  -999,  10.02,   14.26,    6.35,-999,  22.6,  -999,  -2.4, 123.75,    1,    61.4,   18.4
17,       3875,20191101,20191130,    1,  -999,   4.23,    6.88,    1.98,-999,  13.8,  -999,  -2.2,  46.55,    1,    38.0,    8.7
18,       3875,20191201,20191231,    1,  -999,   2.19,    4.77,   -0.10,-999,  12.5,  -999,  -6.7,  61.95,    1,    43.9,    6.8
0,       2708,20180601,20180630,    3,  -999,  15.80,   21.86,   10.15,-999,  27.1,  -999,   6.4, 198.55,    9,   142.8,   30.2
1,       2708,20180701,20180731,    3,  -999,  17.90,   24.46,   11.65,-999,  31.3,  -999,   7.7, 256.07,    9,    81.9,   17.1
2,       2708,20180801,20180831,    3,  -999,  18.71,   25.45,   12.46,-999,  31.7,  -999,   4.0, 243.73,    9,   112.3,   47.3
3,       2708,20180901,20180930,    3,  -999,  13.89,   20.71,    8.23,-999,  27.2,  -999,  -1.2, 196.98,    9,   128.1,   47.3
4,       2708,20181001,20181031,    3,  -999,  10.08,   16.70,    4.79,-999,  25.3,  -999,  -1.9, 159.92,    3,    60.3,   23.5
5,       2708,20181101,20181130,    3,  -999,   3.85,    8.50,    0.33,-999,  21.7,  -999,  -6.5,  75.05,    3,    20.5,    7.1
6,       2708,20181201,20181231,    3,  -999,   1.86,    6.06,   -1.73,-999,  14.1,  -999, -11.2,  37.80,    3,   145.2,   26.7
7,       2708,20190101,20190131,    3,  -999,  -1.87,    1.70,   -5.48,-999,   7.2,  -999, -12.2,  44.42,    3,   105.6,   19.4
8,       2708,20190201,20190228,    3,  -999,   1.80,    8.54,   -3.23,-999,  15.9,  -999,  -9.7, 145.08,    3,    58.4,   24.5
9,       2708,20190301,20190331,    3,  -999,   5.55,   11.65,    0.16,-999,  18.5,  -999,  -5.3, 163.87,    3,    52.3,   16.8
10,       2708,20190401,20190430,    3,  -999,   8.15,   13.90,    2.34,-999,  22.8,  -999,  -0.6, 175.72,    3,    70.8,   15.7
11,       2708,20190501,20190531,    3,  -999,   8.77,   14.01,    3.99,-999,  20.7,  -999,  -1.7, 121.65,    3,   244.3,   81.2
12,       2708,20190601,20190630,    3,  -999,  18.36,   25.58,   11.05,-999,  34.2,  -999,   6.4, 273.33,    3,    76.5,   30.7
13,       2708,20190701,20190731,    3,  -999,  17.92,   23.96,   12.22,-999,  32.1,  -999,   6.9, 218.08,-999,-999,   40.8
14,       2708,20190801,20190831,    3,  -999,  17.14,   23.31,   11.77,-999,  30.8,  -999,   6.9, 189.68,    3,   183.6,   38.8
15,       2708,20190901,20190930,    3,  -999,  12.80,   18.55,    7.56,-999,  25.2,  -999,   1.0, 160.98,    3,   115.6,   24.0
16,       2708,20191001,20191031,    1,  -999,  10.15,   16.19,    4.98,-999,  24.0,  -999,   0.8, 120.53,    1,   134.0,   23.4
17,       2708,20191101,20191130,    1,  -999,   3.81,    8.19,   -0.09,-999,  16.7,  -999,  -5.8,  49.57,    1,    57.5,   12.1
18,       2708,20191201,20191231,    1,  -999,   2.63,    7.41,   -2.08,-999,  18.5,  -999,  -7.2,  75.13,    1,    63.1,   10.0
0,        867,20180601,20180630,    3,  -999,  17.89,   23.34,   12.48,    2.23,  29.1,  15.3,   5.7, 209.18,    9,    34.2,   13.0
1,        867,20180701,20180731,    3,  4.06,  20.51,   27.42,   13.25,    2.16,  35.5,  27.6,   8.3, 310.17,    9,    46.9,    9.5
2,        867,20180801,20180831,    3,  5.13,  20.52,   27.35,   13.31,    2.29,  34.9,  16.9,   4.2, 246.70,    9,    10.8,    5.2
3,        867,20180901,20180930,    3,  -999,  15.02,   22.28,    8.52,    2.30,  29.5,  25.3,   0.8, 212.28,    9,    31.9,   18.0
4,        867,20181001,20181031,    3,  5.21,  10.74,   16.85,    5.37,    2.48,  24.9,  17.8,  -0.4, 159.76,    3,    13.6,    5.2
5,        867,20181101,20181130,    3,  6.62,   5.20,    8.09,    2.12,    2.43,  17.6,  16.1,  -2.7,  62.55,    3,     7.4,    1.9
6,        867,20181201,20181231,    3,  7.48,   2.81,    4.77,    0.76,    2.61,  11.6,  20.6,  -4.7,  14.15,    3,    94.9,   21.5
7,        867,20190101,20190131,    3,  6.96,  -0.21,    1.80,   -2.70,    2.68,   7.2,  16.3, -11.1,  40.65,    3,    69.0,   10.2
8,        867,20190201,20190228,    3,  5.78,   2.38,    7.59,   -1.81,    2.32,  16.8,  18.6,  -5.5, 108.71,    3,    15.9,    8.4
9,        867,20190301,20190331,    3,  6.45,   6.16,   10.67,    1.98,    2.97,  19.0,  28.4,  -3.1, 104.71,    3,    54.3,   13.9
10,        867,20190401,20190430,    3,  4.45,  10.17,   15.98,    4.28,    2.93,  24.9,  24.6,  -0.3, 249.52,    3,    28.2,    7.4
11,        867,20190501,20190531,    3,  6.34,  10.46,   15.49,    4.91,    2.42,  22.7,  17.6,  -1.8, 154.05,    3,   106.4,   26.4
12,        867,20190601,20190630,    3,  4.18,  19.97,   26.53,   12.68,    2.37,  34.3,  17.7,   5.8, 319.85,    3,    35.1,   10.8
13,        867,20190701,20190731,    3,  -999,  19.25,   25.72,   12.30,-999,  37.8,  14.6,   5.9, 261.35,    3,    44.1,   10.1
14,        867,20190801,20190831,    3,  5.28,  18.98,   25.73,   12.83,    2.10,  31.5,  18.3,   9.3, 197.63,    3,    60.2,   22.2
15,        867,20190901,20190930,    3,  -999,  14.04,   19.70,    8.35,    2.23,  26.7,  17.8,   1.1, 170.45,    3,    33.5,    8.9
16,        867,20191001,20191031,    1,  6.30,  10.32,   14.47,    6.36,    2.23,  23.9,  12.7,  -1.4,  95.87,    1,    61.4,   13.7
17,        867,20191101,20191130,    1,  7.50,   5.08,    7.49,    2.41,    2.30,  14.5,  15.3,  -2.3,  28.68,    1,    60.3,   10.7
18,        867,20191201,20191231,    1,  6.90,   2.78,    5.12,    0.38,    2.39,  10.0,  17.9,  -6.1,  47.23,    1,    54.1,    9.1
0,       3485,20180601,20180630,    3,  -999,  17.63,   24.06,   11.54,-999,  28.8,  -999,   5.0,-999,    9,    39.0,   13.7
1,       3485,20180701,20180731,    3,  -999,  19.40,   26.56,   12.56,-999,  34.3,  -999,   8.4,-999,-999,-999,   25.2
2,       3485,20180801,20180831,    3,  -999,  19.73,   27.50,   12.85,-999,  33.3,  -999,   6.1,-999,    9,    30.9,    8.5
3,       3485,20180901,20180930,    3,  -999,  14.86,   22.71,    8.43,-999,  29.7,  -999,  -1.2,-999,    9,    57.7,   15.2
4,       3485,20181001,20181031,    3,  -999,   9.64,   16.65,    4.28,-999,  25.2,  -999,  -2.3,-999,    3,    40.2,   29.3
